"year","country.name","agriculture.ghg.emissions.mio.tonnes","energy.ghg.emissions.mio.tonnes","industry.ghg.emissions.mio.tonnes","total.ghg.emissions.mio.tonnes","transport.ghg.emissions.mio.tonnes","waste.ghg.emissions.mio.tonnes","ghg.emissions.indexed","ghg.emissions.per.capita.tonnes","EU28.agriculture.ghg.emissions.mio.tonnes","EU28.energy.ghg.emissions.mio.tonnes","EU28.industry.ghg.emissions.mio.tonnes","EU28.total.ghg.emissions.mio.tonnes","EU28.transport.ghg.emissions.mio.tonnes","EU28.waste.ghg.emissions.mio.tonnes","EU28.ghg.emissions.indexed","EU28.ghg.emissions.per.capita.tonnes","agriculture.ghg.emissions.national.share","energy.ghg.emissions.national.share","industry.ghg.emissions.national.share","transport.ghg.emissions.national.share","waste.ghg.emissions.national.share","agriculture.ghg.emissions.EU28.share","energy.ghg.emissions.EU28.share","industry.ghg.emissions.EU28.share","total.ghg.emissions.EU28.share","transport.ghg.emissions.EU28.share","waste.ghg.emissions.EU28.share"
2011,"Poland",30.1,174.6,27.9,411,50,15.5,86.9,10.7,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.0732,0.4248,0.0679,0.1217,0.0377,0.071,0.1225,0.0716,0.0888,0.054,0.0956
2012,"Poland",30,169.5,26.8,403.6,48,15.2,85.4,10.5,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.0743,0.42,0.0664,0.1189,0.0377,0.0711,0.1195,0.071,0.0884,0.0536,0.0963
2013,"Poland",30.6,170,26.5,400,45.2,15,84.7,10.4,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.0765,0.425,0.0662,0.113,0.0375,0.072,0.1266,0.0706,0.0895,0.0509,0.0992
2014,"Poland",30.5,160.7,28.1,387.1,45.5,14.4,82,10.1,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.0788,0.4151,0.0726,0.1175,0.0372,0.0705,0.1277,0.0737,0.0901,0.0508,0.099
2015,"Poland",29.6,163.5,28.5,390.4,48,13.9,82.7,10.2,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.0758,0.4188,0.073,0.123,0.0356,0.0682,0.1313,0.0757,0.0902,0.0526,0.0971
2016,"Poland",30.3,163.3,26.4,399.1,54.8,13.5,85,10.5,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.0759,0.4092,0.0661,0.1373,0.0338,0.0697,0.1363,0.0706,0.0927,0.0588,0.0964
1990,"Portugal",7.2,16.3,5.9,59.1,10.2,4.6,100,6.2,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.1218,0.2758,0.0998,0.1726,0.0778,0.0133,0.0097,0.0114,0.0105,0.0129,0.0191
1991,"Portugal",7.2,17,5.9,60.8,10.9,4.7,102.9,6.4,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.1184,0.2796,0.097,0.1793,0.0773,0.0141,0.0104,0.0122,0.0109,0.0136,0.0193
1992,"Portugal",7.1,20.1,5.6,65.1,11.8,4.8,110.2,6.8,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.1091,0.3088,0.086,0.1813,0.0737,0.0145,0.0127,0.0121,0.0121,0.0143,0.0195
1993,"Portugal",7,18.1,5.4,63.7,12.2,4.9,107.9,6.7,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.1099,0.2841,0.0848,0.1915,0.0769,0.0147,0.0119,0.0119,0.0121,0.0147,0.0198
1994,"Portugal",7,17.3,5.5,64.5,12.9,5.1,109.6,6.7,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.1085,0.2682,0.0853,0.2,0.0791,0.0149,0.0114,0.0114,0.0123,0.0155,0.0207
1995,"Portugal",7.1,19.9,6.2,68.9,13.5,5.2,117.3,7.2,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.103,0.2888,0.09,0.1959,0.0755,0.015,0.0131,0.0124,0.013,0.0159,0.021
1996,"Portugal",7.3,15.9,6.3,66.7,14.2,5.4,113.3,6.9,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.1094,0.2384,0.0945,0.2129,0.081,0.0154,0.0102,0.0126,0.0123,0.0163,0.0219
1997,"Portugal",7.3,16.7,6.8,69.9,15.1,5.6,118.9,7.2,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.1044,0.2389,0.0973,0.216,0.0801,0.0155,0.0111,0.0135,0.0131,0.0171,0.023
1998,"Portugal",7.2,19.3,7,74.7,16.9,5.7,126.9,7.7,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.0964,0.2584,0.0937,0.2262,0.0763,0.0154,0.0127,0.0145,0.0141,0.0185,0.0237
1999,"Portugal",7.4,25.4,7.4,82.8,17.7,5.9,140.2,8.4,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.0894,0.3068,0.0894,0.2138,0.0713,0.0159,0.0172,0.0167,0.016,0.019,0.0251
2000,"Portugal",7.5,21.6,7.7,82.1,19.5,6.1,138.9,8.3,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.0914,0.2631,0.0938,0.2375,0.0743,0.0163,0.0143,0.0169,0.0159,0.021,0.0263
2001,"Portugal",7.3,22.1,7.2,81.7,19.8,6.3,138.2,8.2,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.0894,0.2705,0.0881,0.2424,0.0771,0.016,0.0142,0.0163,0.0156,0.0211,0.0277
2002,"Portugal",7.2,25.5,7.6,85.6,20.2,6.4,144.6,8.5,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.0841,0.2979,0.0888,0.236,0.0748,0.0161,0.0162,0.0174,0.0165,0.0212,0.0286
2003,"Portugal",6.7,21,7.7,80.3,20.1,6.6,136.5,8,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.0834,0.2615,0.0959,0.2503,0.0822,0.0151,0.013,0.0171,0.0152,0.0209,0.0304
2004,"Portugal",6.8,22.5,8.4,83.3,20.1,6.6,142,8.3,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.0816,0.2701,0.1008,0.2413,0.0792,0.0153,0.014,0.018,0.0158,0.0205,0.0316
2005,"Portugal",6.8,25.5,8.4,85.6,19.8,6.5,145.3,8.5,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.0794,0.2979,0.0981,0.2313,0.0759,0.0155,0.0159,0.018,0.0164,0.0202,0.0322
2006,"Portugal",6.7,22.5,8.2,80.9,19.9,6.4,137.8,8,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.0828,0.2781,0.1014,0.246,0.0791,0.0154,0.014,0.0176,0.0155,0.0202,0.0327
2007,"Portugal",6.8,19.9,9.1,78.6,19.5,6.2,134.3,7.8,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.0865,0.2532,0.1158,0.2481,0.0789,0.0156,0.0123,0.0191,0.0152,0.0196,0.0328
2008,"Portugal",6.8,19.3,8.9,76.2,19.2,6,130.1,7.6,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.0892,0.2533,0.1168,0.252,0.0787,0.0157,0.0125,0.0197,0.0151,0.0198,0.0331
2009,"Portugal",6.7,19.4,7.2,73,19.2,5.9,124.5,7.2,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.0918,0.2658,0.0986,0.263,0.0808,0.0157,0.0136,0.0191,0.0156,0.0204,0.0337
2010,"Portugal",6.6,14.5,7.6,68.8,18.9,5.8,118.4,6.9,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.0959,0.2108,0.1105,0.2747,0.0843,0.0156,0.01,0.0193,0.0144,0.0202,0.0346
2011,"Portugal",6.6,16.5,7,67.4,17.6,5.7,116.7,6.8,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.0979,0.2448,0.1039,0.2611,0.0846,0.0156,0.0116,0.018,0.0146,0.019,0.0352
2012,"Portugal",6.6,17.5,6.8,65.6,16.2,5.5,113.7,6.6,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.1006,0.2668,0.1037,0.247,0.0838,0.0157,0.0123,0.018,0.0144,0.0181,0.0348
2013,"Portugal",6.6,15.2,7.3,63.7,15.8,5.4,110.9,6.5,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.1036,0.2386,0.1146,0.248,0.0848,0.0155,0.0113,0.0195,0.0143,0.0178,0.0357
2014,"Portugal",6.8,14.6,7.8,63.7,16.2,5.2,111.1,6.6,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.1068,0.2292,0.1224,0.2543,0.0816,0.0157,0.0116,0.0205,0.0148,0.0181,0.0357
2015,"Portugal",6.8,18.4,7.9,67.7,16.3,4.9,118.3,7,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.1004,0.2718,0.1167,0.2408,0.0724,0.0157,0.0148,0.021,0.0156,0.0178,0.0342
2016,"Portugal",6.8,17.4,7.3,65.9,16.8,4.7,115.8,6.9,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.1032,0.264,0.1108,0.2549,0.0713,0.0156,0.0145,0.0195,0.0153,0.018,0.0335
1990,"Romania",35.7,70.9,31.7,248.1,12.4,5,100,10.7,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.1439,0.2858,0.1278,0.05,0.0202,0.0657,0.0423,0.0613,0.0439,0.0156,0.0208
1991,"Romania",28.5,65.6,23,205,10.6,4.9,82.3,8.9,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.139,0.32,0.1122,0.0517,0.0239,0.0557,0.04,0.0477,0.0369,0.0132,0.0201
1992,"Romania",25.4,60.1,19.9,191,10.9,4.9,75.8,8.2,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.133,0.3147,0.1042,0.0571,0.0257,0.0519,0.038,0.0429,0.0355,0.0132,0.0199
1993,"Romania",25.5,59.2,20.5,182.1,8.7,4.9,72,7.8,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.14,0.3251,0.1126,0.0478,0.0269,0.0534,0.0391,0.045,0.0345,0.0105,0.0198
1994,"Romania",24.2,61.1,20.5,180.2,9.3,4.9,70.5,7.7,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.1343,0.3391,0.1138,0.0516,0.0272,0.0514,0.0401,0.0424,0.0343,0.0111,0.0199
1995,"Romania",24.2,63.4,23.7,187.2,8.6,5.2,73.2,8,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.1293,0.3387,0.1266,0.0459,0.0278,0.0512,0.0416,0.0476,0.0353,0.0101,0.021
1996,"Romania",23.4,65.1,23.1,189.6,12,5.2,74.2,8.1,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.1234,0.3434,0.1218,0.0633,0.0274,0.0494,0.0419,0.0462,0.035,0.0137,0.0211
1997,"Romania",21.9,60.6,21.4,186,12.2,5.3,69.3,7.6,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.1177,0.3258,0.1151,0.0656,0.0285,0.0465,0.0402,0.0424,0.0349,0.0138,0.0218
1998,"Romania",21,51.2,20.2,166.8,11.5,5.3,62,6.8,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.1259,0.307,0.1211,0.0689,0.0318,0.0449,0.0336,0.0419,0.0316,0.0126,0.0221
1999,"Romania",19.7,42.7,17.6,147.9,9.6,5.3,54.7,6,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.1332,0.2887,0.119,0.0649,0.0358,0.0422,0.0288,0.0397,0.0286,0.0103,0.0226
2000,"Romania",19,45.5,18.9,143.1,9.9,5.3,57,6.3,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.1328,0.318,0.1321,0.0692,0.037,0.0412,0.0301,0.0415,0.0277,0.0107,0.0229
2001,"Romania",19.2,47.5,18.3,146.2,11.9,5.3,59.8,6.7,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.1313,0.3249,0.1252,0.0814,0.0363,0.0422,0.0306,0.0416,0.028,0.0127,0.0233
2002,"Romania",19.5,46.2,19.2,148.9,12.3,5.3,59.3,6.8,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.131,0.3103,0.1289,0.0826,0.0356,0.0435,0.0294,0.044,0.0287,0.0129,0.0237
2003,"Romania",20,48.5,19.9,153.7,13,5.6,61.2,7,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.1301,0.3155,0.1295,0.0846,0.0364,0.045,0.0299,0.0442,0.0292,0.0135,0.0258
2004,"Romania",20.9,43.2,22.1,152.5,13.6,5.7,60.9,7,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.137,0.2833,0.1449,0.0892,0.0374,0.047,0.0268,0.0473,0.029,0.0139,0.0273
2005,"Romania",21.1,43.3,22,151.4,12.6,5.7,59.9,7,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.1394,0.286,0.1453,0.0832,0.0376,0.0482,0.0271,0.0472,0.029,0.0129,0.0282
2006,"Romania",21.2,44.8,21.5,152.1,13.1,5.5,60.6,7.1,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.1394,0.2945,0.1414,0.0861,0.0362,0.0488,0.0278,0.0463,0.0292,0.0133,0.0281
2007,"Romania",21.3,48,21.7,153.1,13.7,5.6,62,7.3,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.1391,0.3135,0.1417,0.0895,0.0366,0.0488,0.0296,0.0456,0.0297,0.0138,0.0296
2008,"Romania",20.9,47.4,18.4,149.6,15.4,5.5,60,7.2,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.1397,0.3168,0.123,0.1029,0.0368,0.0482,0.0306,0.0408,0.0296,0.0159,0.0304
2009,"Romania",20.3,39.3,12.3,129.6,15.2,5.5,51.8,6.3,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.1566,0.3032,0.0949,0.1173,0.0424,0.0475,0.0276,0.0326,0.0277,0.0161,0.0314
2010,"Romania",18.1,36.9,14.1,123.9,14.2,5.6,49.6,6.1,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.1461,0.2978,0.1138,0.1146,0.0452,0.0427,0.0254,0.0358,0.0259,0.0151,0.0334
2011,"Romania",18.4,40.5,14.8,129.2,14.4,5,51.8,6.4,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.1424,0.3135,0.1146,0.1115,0.0387,0.0434,0.0284,0.038,0.0279,0.0156,0.0308
2012,"Romania",18.2,36.9,13.5,125.9,15.2,5.6,50.6,6.2,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.1446,0.2931,0.1072,0.1207,0.0445,0.0432,0.026,0.0358,0.0276,0.017,0.0355
2013,"Romania",18.8,30.3,11.7,116.3,15.1,5.9,46.8,5.8,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.1617,0.2605,0.1006,0.1298,0.0507,0.0442,0.0226,0.0312,0.026,0.017,0.039
2014,"Romania",18.9,30.2,12.4,116.3,15.6,5.9,46.9,5.8,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.1625,0.2597,0.1066,0.1341,0.0507,0.0437,0.024,0.0325,0.0271,0.0174,0.0405
2015,"Romania",19.2,29.3,12.6,116.5,15.7,5.9,47.2,5.9,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.1648,0.2515,0.1082,0.1348,0.0506,0.0443,0.0235,0.0334,0.0269,0.0172,0.0412
2016,"Romania",19.2,27,12.8,114.3,16.8,5.9,45.8,5.8,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.168,0.2362,0.112,0.147,0.0516,0.0442,0.0225,0.0343,0.0266,0.018,0.0421
1990,"Slovakia",5.9,19,9.8,73.4,6.8,1.4,100,14,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.0804,0.2589,0.1335,0.0926,0.0191,0.0109,0.0113,0.0189,0.013,0.0086,0.0058
1991,"Slovakia",5.1,15.9,7.6,64,5.8,1.4,87.1,12.2,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.0797,0.2484,0.1188,0.0906,0.0219,0.01,0.0097,0.0158,0.0115,0.0072,0.0057
1992,"Slovakia",4.2,13.9,7.2,58.5,5.2,1.4,79.6,11.1,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.0718,0.2376,0.1231,0.0889,0.0239,0.0086,0.0088,0.0155,0.0109,0.0063,0.0057
1993,"Slovakia",3.6,12.7,8.2,55,5,1.4,74.9,10.4,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.0655,0.2309,0.1491,0.0909,0.0255,0.0075,0.0084,0.018,0.0104,0.006,0.0057
1994,"Slovakia",3.4,11.9,8.4,52.6,4.8,1.4,71.3,9.9,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.0646,0.2262,0.1597,0.0913,0.0266,0.0072,0.0078,0.0174,0.01,0.0057,0.0057
1995,"Slovakia",3.5,11.7,9.4,53.2,5.5,1.4,73,10.1,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.0658,0.2199,0.1767,0.1034,0.0263,0.0074,0.0077,0.0189,0.01,0.0065,0.0057
1996,"Slovakia",3.4,11.8,9.7,53.2,5.7,1.4,73.5,10.1,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.0639,0.2218,0.1823,0.1071,0.0263,0.0072,0.0076,0.0194,0.0098,0.0065,0.0057
1997,"Slovakia",3.4,11.6,9.7,53,5.8,1.4,73.2,10.1,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.0642,0.2189,0.183,0.1094,0.0264,0.0072,0.0077,0.0192,0.01,0.0066,0.0057
1998,"Slovakia",3.1,11.6,9.9,52.4,6.1,1.4,71.2,9.8,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.0592,0.2214,0.1889,0.1164,0.0267,0.0066,0.0076,0.0205,0.0099,0.0067,0.0058
1999,"Slovakia",2.9,11.8,9.5,51.1,6,1.4,69.5,9.5,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.0568,0.2309,0.1859,0.1174,0.0274,0.0062,0.008,0.0214,0.0099,0.0064,0.006
2000,"Slovakia",2.7,12.1,8.6,49.2,5.7,1.4,67,9.2,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.0549,0.2459,0.1748,0.1159,0.0285,0.0059,0.008,0.0189,0.0095,0.0061,0.006
2001,"Slovakia",2.9,13.2,8.8,51.5,6.1,1.4,70.4,9.7,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.0563,0.2563,0.1709,0.1184,0.0272,0.0064,0.0085,0.02,0.0099,0.0065,0.0062
2002,"Slovakia",2.9,12.4,9.8,50.1,6.2,1.4,67.8,9.3,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.0579,0.2475,0.1956,0.1238,0.0279,0.0065,0.0079,0.0224,0.0097,0.0065,0.0063
2003,"Slovakia",2.7,13,9.4,50.4,6.1,1.4,68.3,9.4,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.0536,0.2579,0.1865,0.121,0.0278,0.0061,0.008,0.0209,0.0096,0.0064,0.0064
2004,"Slovakia",2.5,12.7,10.7,51.1,6.8,1.5,69.3,9.6,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.0489,0.2485,0.2094,0.1331,0.0294,0.0056,0.0079,0.0229,0.0097,0.0069,0.0072
2005,"Slovakia",2.5,11.7,10.2,51.1,7.7,1.5,69.3,9.5,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.0489,0.229,0.1996,0.1507,0.0294,0.0057,0.0073,0.0219,0.0098,0.0079,0.0074
2006,"Slovakia",2.4,11.2,11,51,6.8,1.5,69,9.5,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.0471,0.2196,0.2157,0.1333,0.0294,0.0055,0.007,0.0237,0.0098,0.0069,0.0077
2007,"Slovakia",2.5,10.4,10.9,49.2,7.5,1.5,66.5,9.2,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.0508,0.2114,0.2215,0.1524,0.0305,0.0057,0.0064,0.0229,0.0095,0.0075,0.0079
2008,"Slovakia",2.4,10.5,10.8,49.7,7.9,1.5,67.3,9.3,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.0483,0.2113,0.2173,0.159,0.0302,0.0055,0.0068,0.024,0.0098,0.0081,0.0083
2009,"Slovakia",2.3,9.4,9.2,45.4,7,1.5,61.4,8.4,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.0507,0.207,0.2026,0.1542,0.033,0.0054,0.0066,0.0244,0.0097,0.0074,0.0086
2010,"Slovakia",2.3,9.1,9.5,46.3,7.5,1.6,62.7,8.6,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.0497,0.1965,0.2052,0.162,0.0346,0.0054,0.0063,0.0241,0.0097,0.008,0.0095
2011,"Slovakia",2.4,9.2,9.1,45.5,7.1,1.6,61.3,8.4,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.0527,0.2022,0.2,0.156,0.0352,0.0057,0.0065,0.0233,0.0098,0.0077,0.0099
2012,"Slovakia",2.5,8.8,9,43.1,7,1.6,58.3,8,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.058,0.2042,0.2088,0.1624,0.0371,0.0059,0.0062,0.0239,0.0094,0.0078,0.0101
2013,"Slovakia",2.5,8.3,8.7,42.7,6.8,1.6,57.7,7.9,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.0585,0.1944,0.2037,0.1593,0.0375,0.0059,0.0062,0.0232,0.0096,0.0077,0.0106
2014,"Slovakia",2.7,7.1,9,40.7,6.6,1.6,54.8,7.5,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.0663,0.1744,0.2211,0.1622,0.0393,0.0062,0.0056,0.0236,0.0095,0.0074,0.011
2015,"Slovakia",2.5,7.6,9.2,41.6,7.3,1.7,55.4,7.6,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.0601,0.1827,0.2212,0.1755,0.0409,0.0058,0.0061,0.0244,0.0096,0.008,0.0119
2016,"Slovakia",2.6,7.5,9.4,42.2,7.5,1.7,55.6,7.6,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.0616,0.1777,0.2227,0.1777,0.0403,0.006,0.0063,0.0252,0.0098,0.008,0.0121
1990,"Slovenia",1.8,6.4,1.4,18.6,2.7,0.8,100,9.3,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.0968,0.3441,0.0753,0.1452,0.043,0.0033,0.0038,0.0027,0.0033,0.0034,0.0033
1991,"Slovenia",1.7,5.4,1.1,17.3,2.6,0.8,92.9,8.7,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.0983,0.3121,0.0636,0.1503,0.0462,0.0033,0.0033,0.0023,0.0031,0.0032,0.0033
1992,"Slovenia",1.8,6,1.1,17.4,2.7,0.7,93.5,8.7,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.1034,0.3448,0.0632,0.1552,0.0402,0.0037,0.0038,0.0024,0.0032,0.0033,0.0028
1993,"Slovenia",1.7,5.8,0.9,17.6,3.1,0.7,94.5,8.9,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.0966,0.3295,0.0511,0.1761,0.0398,0.0036,0.0038,0.002,0.0033,0.0037,0.0028
1994,"Slovenia",1.8,5.5,1.1,18,3.4,0.8,96.6,9.1,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.1,0.3056,0.0611,0.1889,0.0444,0.0038,0.0036,0.0023,0.0034,0.0041,0.0032
1995,"Slovenia",1.8,5.7,1.1,18.7,3.8,0.8,100.6,9.4,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.0963,0.3048,0.0588,0.2032,0.0428,0.0038,0.0037,0.0022,0.0035,0.0045,0.0032
1996,"Slovenia",1.7,5.3,1.1,19.4,4.4,0.8,104,9.8,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.0876,0.2732,0.0567,0.2268,0.0412,0.0036,0.0034,0.0022,0.0036,0.005,0.0032
1997,"Slovenia",1.7,5.7,1.1,19.7,4.5,0.8,105.9,10,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.0863,0.2893,0.0558,0.2284,0.0406,0.0036,0.0038,0.0022,0.0037,0.0051,0.0033
1998,"Slovenia",1.7,6,1.1,19.5,3.9,0.8,104.5,9.9,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.0872,0.3077,0.0564,0.2,0.041,0.0036,0.0039,0.0023,0.0037,0.0043,0.0033
1999,"Slovenia",1.7,5.3,1.1,18.8,3.7,0.8,101.2,9.5,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.0904,0.2819,0.0585,0.1968,0.0426,0.0036,0.0036,0.0025,0.0036,0.004,0.0034
2000,"Slovenia",1.8,5.6,1.2,19.1,3.8,0.9,102.5,9.6,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.0942,0.2932,0.0628,0.199,0.0471,0.0039,0.0037,0.0026,0.0037,0.0041,0.0039
2001,"Slovenia",1.8,6.3,1.2,20,3.9,0.9,107.4,10.1,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.09,0.315,0.06,0.195,0.045,0.004,0.0041,0.0027,0.0038,0.0041,0.004
2002,"Slovenia",1.8,6.6,1.2,20.2,3.9,0.9,108.5,10.2,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.0891,0.3267,0.0594,0.1931,0.0446,0.004,0.0042,0.0027,0.0039,0.0041,0.004
2003,"Slovenia",1.7,6.3,1.3,19.9,4,0.9,106.9,10,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.0854,0.3166,0.0653,0.201,0.0452,0.0038,0.0039,0.0029,0.0038,0.0042,0.0041
2004,"Slovenia",1.7,6.4,1.4,20.2,4.1,0.9,108.7,10.2,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.0842,0.3168,0.0693,0.203,0.0446,0.0038,0.004,0.003,0.0038,0.0042,0.0043
2005,"Slovenia",1.7,6.4,1.4,20.5,4.4,0.8,110.4,10.3,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.0829,0.3122,0.0683,0.2146,0.039,0.0039,0.004,0.003,0.0039,0.0045,0.004
2006,"Slovenia",1.7,6.5,1.5,20.7,4.6,0.8,111.4,10.4,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.0821,0.314,0.0725,0.2222,0.0386,0.0039,0.004,0.0032,0.004,0.0047,0.0041
2007,"Slovenia",1.8,6.7,1.5,20.8,5.2,0.8,112.4,10.4,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.0865,0.3221,0.0721,0.25,0.0385,0.0041,0.0041,0.0032,0.004,0.0052,0.0042
2008,"Slovenia",1.7,6.5,1.3,21.6,6.1,0.7,116.3,10.7,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.0787,0.3009,0.0602,0.2824,0.0324,0.0039,0.0042,0.0029,0.0043,0.0063,0.0039
2009,"Slovenia",1.7,6.2,1,19.6,5.3,0.6,105.6,9.7,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.0867,0.3163,0.051,0.2704,0.0306,0.004,0.0044,0.0027,0.0042,0.0056,0.0034
